Name,Link,Twiter,Facebook,Instagram,Youtube,Description,LastUpdate,Location,Year Publishing,Language,Content
IN MEDIA RES,https://vezjak.com/,https://twitter.com/insloveniaonly,https://www.facebook.com/boris.vezjak/,,,"Established in 2016 under the slogan ""Quis custodiet ipsos custodes?"" (in English: Who guards the guardians?), the blog IN MEDIA RES (in English: In media there is truth) is one of the most critical voices in commenting on and analysing media reporting in Slovenia.
IN MEDIA RES is not formally established, does not accept donations nor sponsors and it is entirely a personal and volunteer project of its founder and sole contributor: Boris Vezjak. A self-described ""cyber dissident"" and a professor of philosophy and media at the University of Maribor, Vezjak is also an author of several books on media.
Between 2006 and 2008, Vezjak was the editor of the now-defunct media watchdog platform. His current initiative is a non-formal and non-systematic continuation of his work as an editor of the aforementioned watchdog platform, though he refuses to define it as a proper ""watchdog portal"" since the analyses in it are not systematic due to the limited capacities of the author.
The blog publishes several analyses of media reports a week, often on the same day as the media pieces that are the subject of investigation. Its contents are released as articles, opinion pieces and through the namesake IN MEDIA RES podcast.",23-Jan,"Maribor, Slovenia",2008,Slovenian,"Science, Politics"
NORadio,http://www.noradio.org/,,https://www.facebook.com/neodvisniobalniradio/,https://www.instagram.com/neodvisni.obalni.radio/,,"NORadio is an acronym for Neodvisni Obalni Radio (in English: Independent coastal radio). It also goes by the Italian name of Radio Costiera Indipendente, as it also broadcasts for the Italian minority in Slovenia and the Slovenian minority in Italy. In this sense, NORadio has a regional and, at the same time, international audience as it covers a small geographic area shared by Slovenia, Italy and Croatia.
The radio was launched in 2020 to serve and connect different communities and to help organise the NGO sector and civil society. Though its schedule includes music and culture, its aim is not to be an entertainment broadcaster, but rather to delve into stories and their contexts. It mostly runs on its founders' enthusiasm and volunteer work as it is still in its start-up phase and is in the process of creating a new website that would serve as an informative media platform.
NORadio is a brand new - now digital - chapter in Slovenia's long history of independent radio. Radio NOR creators emphasise the role of Radio Študent (Ljubljana), the oldest independent radio station in Europe, and radio Marš (Maribor) as one of its main influences to bring the spirit of independent radio to the coastal region as well.
It is also part of the Neuvrščeni national network, a network of independent, non-profit community-based media, in the so-called ""third media pillar"".",23-Jan,"Koper, Slovenia",2020,"English, Slovenian, Italian","Science, Entertainment and culture, Environment, Politics, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, Refugees, Migration, Technology"
Koridor,https://koridor-ku.si/,https://twitter.com/koridor_ku?lang=en,https://www.facebook.com/koridorku/,https://www.instagram.com/koridor_ku/?hl=en,,"Koridor started in 2014 as a social media initiative managed by volunteer students and publishing about cultural topics. Over time it has slowly professionalised, although it still mostly relies on the volunteer efforts of more than 90 part-time contributors.
Koridor covers various aspects of cultural production, notably smaller, often regional ones that are generally overlooked by mainstream media. At the same time, it also reports on national and international cultural events.
The production of Koridor includes in-depth features, essays, interviews, opinion and investigative pieces, particularly concerning cultural policy. The outlet often organises workshops or collaborates on education projects, and it strongly relies on social media, particularly Twitter, Facebook, and Instagram, to disseminate information.",23-Jan,"Ljubljana, Slovenia",2014,Slovenian,"Entertainment and culture, Education, Lifestyle"
Das Lamm,https://daslamm.ch/,https://twitter.com/magazin_daslamm,https://www.facebook.com/daslamm.ch,https://www.instagram.com/daslamm.ch/,,"Das Lamm was founded in 2012 to report independently about sustainability issues. It is an online magazine organised as an editorial collective. It is entirely free of advertising, financed by the support of its readers and not designed for profit. All articles are freely accessible to all readers in Switzerland and beyond.
Das Lamm considers sustainability not a question of individual consumption but of global structures and solidarity. For the media organisation, journalism means defending peoples' interests, drawing attention to grievances, and repeatedly showing how our society could be different. The newsroom publishes analyses, comments, and extensive background research, addressing topics that otherwise have little space in the Swiss media landscape.
Founded in a shared flat in 2012, Das Lamm (acronym: Liga der aussergewöhnlichen Montagsmailer) started as a blog and newsletter driven by a small team of volunteers passionate about environmental topics. The initial focus on the environment has broadened to sustainability and human rights.
Over time, growing experience and financial resources have contributed to a more and more professional organisation. Das Lamm aims to develop a revenue model based on its readership to make and keep its work going and accessible to everyone free of charge. Its motto, ""independent, critical, no paywall, no advertising"", remains the guiding principle. For now, grants from philanthropic foundations cover parts of the cost, and the work remains partly unpaid. Das Lamm also won several prizes, such as the Herbert Quandt Media Prize in 2021.",23-Feb,"Zürich, Switzerland",2012,German,"Entertainment and culture, Economy and business, Lifestyle, Environment, Politics, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, Religious minorities, Refugees, Migration"
Tripe + Drisheen,https://tripeanddrisheen.substack.com/,https://twitter.com/TDrisheen,https://www.facebook.com/tripeanddrisheen/,https://www.instagram.com/tripeanddrisheen,,"Tripe + Drisheen is a reader-supported newsletter about Cork city and county. It aims to publish independent, in-depth local journalism pieces, best captured by its motto, ""slow news is good news"".
Founded by journalists Ellie O'Byrne and JJ O'Donoghue in February 2021, the publication features a mixture of news, investigative reporting, features, and opinions.
Tripe + Drisheen was born out of frustration with how local media usually operate. Local news outlets are often owned by international conglomerates, which operate under an ad-supported, click-driven model that forces journalists to churn out five to 10 stories daily.
The founders felt that this way of working does not fit local journalism. They wanted to build a new slow model, particularly important at the local level because stories require research and going out into communities, something not usually afforded to local publications. Tripe + Drisheen also prioritises bringing voices not heard into the mainstream media.
The publication's founders believe that great journalism changes the world, and that great local journalism changes the world in small, incremental ways. Tripe + Drisheen is widely read in Cork, particularly among local policy-makers, so O'Byrne and O'Donoghue have been able to see the local impact of their journalism.",23-Jan,"Cork, Ireland",2021,English,"Entertainment and culture, Lifestyle, Politics, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, Religious minorities, DEIA: Diversity, equity, inclusion and accessibility, Refugees, Migration"
Ruskeat Tytöt Media,https://www.ruskeattytot.fi/,,,https://www.instagram.com/ruskeattytotmedia/,https://www.youtube.com/channel/UCwBImE-bdGnAUbgwVS_fT7Q,"Ruskeat Tytöt Media (in English: Brown Girls Media) is the first Finnish cultural media outlet focused on including and representing the perspectives of racialised minorities and people with underrepresented genders in the Finnish media industry. The media outlet started in 2015 as a personal blog by writer Koko Hubara. In 2017, the blog became a non-profit organisation and an online publication.
Ruskeat Tytöt Media uses the term ""Brown"" to refer to the people society has racialised in Finland. In contrast, the term ""Girls"" in the media outlet's title relates to gender diversity and the media outlet's goal of showing the voices of those whose gender identity is systematically underrepresented.
Ruskeat Tytöt Media is editorially independent and free to read. Articles are published in Finnish or English. Its mission is to promote cultural exchange and social inclusion through arts and culture.
The media organisation currently works with rotating guest editors and the writers are both freelance established journalists as new voices. The digital magazines explore various journalism genres, styles, and media formats, including audio and video; the articles dive into topics such as identity, complex societal issues, and feminist thought and theory.
In addition to the online publication, the organisation runs a writing course to promote underrepresented voices in the Finnish literature and media industry.",23-Jan,"Helsinki, Finland",2017,"English, Finnish","Science, Entertainment and culture, Economy and business, Economy and finance, Education, Lifestyle, Environment, Politics, Health and well-being, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, Religious minorities, DEIA: Diversity, equity, inclusion and accessibility, Refugees, Migration, Technology"
Nialler9,https://www.nialler9.com/,https://twitter.com/Nialler9,https://www.facebook.com/Nialler9music,https://www.instagram.com/nialler9/,,"Launched in 2005 by Niall Byrne, Nialler9 has become Ireland’s most-read music news publication, with over 55,000 unique website visitors each month. It covers industry news, new music releases, and gig and festival announcements. Nialler9 also issues a weekly newsletter.
Readers can contribute to supporting Nialler9 through Patreon for subscriber-only information, with memberships ranging from five to 15 euros per month.
The website has won numerous awards since its establishment. It was named Best Music Site at the Irish Web Awards (2009, 2013, and 2014) and won Best Music Blog five times at the Irish Blog Awards.",23-Jan,"Dublin, Ireland",2005,English,Entertainment and culture
The Bureau of Investigative Journalism,https://www.thebureauinvestigates.com/,https://twitter.com/TBIJ,https://www.facebook.com/thebureauinvestigates,https://www.instagram.com/thebureauinvestigates/,,"Public interest investigations, exposing wrongdoings, holding power to account, and focusing on social justice and accountability are some of the aims of The Bureau of Investigative Journalism (TBIJ). Founded in 2010 by David and Elaine Potter, it wants to make a real difference in journalism at a global, national, and local level.
The Bureau of Investigative Journalism works in collaboration with local and international media organisations, broadcasters, and organisations to maximise the impact of its investigations.
""We intend to crusade against the backward drift of human rights, to demand and deliver transparency and the hard pursuit of truth,"" co-founder Elaine Potter has said about the organisation's mission.
The Bureau of Investigative Journalism works on various investigative projects: Smoke Screens is an investigative podcast delving into ""the shadowy world of corporate espionage in the tobacco industry"", Global Health reveals systemic harms and barriers to health care worldwide, Big Tech investigates how the government gathers and uses our data and the companies it is paying, Environment reveals how industrial food devastates the planet and drives climate change, and The Enablers investigates how UK executives, lawyers, and advisors enable oligarchs, dictators, and criminals worldwide.
Part of The Bureau of Investigative Journalism, The Bureau Local is a collaborative investigative network revealing stories that matter to communities across the UK, such as the housing crisis, health inequality, domestic violence, and social inequalities. The People's Newsroom is an initiative aiming to build a sustainable network of community journalism.
Through the Bureau Local's Open Resources, the network aims to make the investigative process accessible to local reporters and the public. Here, the audience can find the behind-of-scenes of its investigations and guides for exploring or delving deeper into Bureau Local and TBIJ stories.
The organisation's revenue streams are donations from foundations and individuals, and grants from various organisations.",23-Feb,"London, United Kingdom",2010,English,"Economy and business, Economy and finance, Law and crime, Environment, Politics, Health and well-being, Society and human rights, Gender, DEIA: Diversity, equity, inclusion and accessibility, Refugees, Migration, War crimes and transitional justice, Technology"
Greater Govanhill,https://www.greatergovanhill.com/,https://twitter.com/Govanhill_mag,https://www.facebook.com/greatergovanhill,https://www.instagram.com/greatergovanhill/,,"The media coverage of Govanhill, a neighbourhood on Glasgow Southside, didn't help to understand the residents' real challenges. So, when journalist Rihannon J Davies moved to this area in 2018, she felt the need to challenge the negative stereotypes and show a realistic portrayal of the area. She aimed to show what Govanhill is: a place with diverse cultures living together, a wealth of community projects, and independent retailers.
In March 2020, after a community consultation, she created a website and published information about the local community. In December 2020, Greater Govanhill published the first free issue of its printed magazine, telling local stories and connecting the Govanhill community.
Aware of the many cultures, languages and social groups co-existing in Govanhill, the information is available in the following languages: Urdu, Arabic, Polish, Czech, Slovak, and Latvian.
The free print magazine brings high-quality journalism information to residents and guarantees that people who can't access the website will still be able to read Greater Govanhill's content.
The organisation is a Community Interest Company (CIC) regulated by IMPRESS, and it is also an Independent Community News Network (ICNN) member. It won several awards, including the Social Enterprise Scotland Award in 2021, the Launch / Relaunch of the Year category from the PPA Scotland Awards in 2021, and the Regional Supplement/Magazine of the Year from the Newsawards in 2021.
Furthermore, the organisation develops various community projects, especially with young people, thanks to the financial support of grants from philanthropic organisations and local government, print advertising, consultancy services, paid members, individual donations, crowdfunding campaigns, and event ticket sales.
Some of these projects are a radio show on a local community station, and journalism skills training for young people from underrepresented backgrounds.
In partnership with The Ferret, Greater Govanhill has also opened a Community Newsroom. This is a collaborative space for their editorial teams, as well as a co-working space where desks are available for rent to community members in the fields of journalism, media and community development. The Community Newsroom also organises a variety of events open to the public.",23-Jan,"Govanhill, United Kingdom",2020,"English, Urdu, Arabic, Polish, Czech, Slovak, Latvian","Entertainment and culture, Sports, Lifestyle, Environment, Politics, Health and well-being, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, Religious minorities, DEIA: Diversity, equity, inclusion and accessibility, Refugees, Migration"
Oštro,https://www.ostro.si/,https://twitter.com/_ostro_,https://www.facebook.com/ostro.urednistvo/,,,"Oštro publishes in-depth local, national, regional, and international investigations. Stories are published in Slovenian and Croatian, and selected content is also translated into English. The media outlet produces investigative and data journalism and nurtures the ""right to know"" as one of the fundamental rights, spreads journalistic knowledge, and cultivates future generations of journalists. Oštro employs ""radical"" transparency in its work, including a transparent presentation of its funding.
The publication has won several awards, including a shared Global Shining Light award (2019), while one of its young editors received a Debutant of the Year (2022) award from the Society of Journalists of Slovenia. Oštro has a sister media outlet in Croatia, launched in 2021 following the success of Oštro's Slovenia activities, development, and training methods. It is also a member of the Global Investigative Journalism Network and of the Organized Crime and Corruption Reporting Project.
Oštro is a non-profit organisation financed from funds acquired through public tenders, calls, contributions, and donations. The team emphasises that after paying the expenses incidental to Oštro's operations, ""any surplus of acquired funds is channelled back into journalism"". The organisation also stresses the non-profit and non-commercial nature of its work.",23-Jan,"Ljubljana, Slovenia",2018,"English, Slovenian, Croatian","Science, Economy and business, Entrepreneurship, Economy and finance, Journalism industry, Law and crime, Environment, Politics, Health and well-being, Society and human rights, Refugees, Migration"
Mladi Berana,https://mladiberana.me/,https://twitter.com/MladiBerana,https://www.facebook.com/mladiBerana,https://www.instagram.com/mladiinfomne/,,"The media outlet was founded by the non-governmental organisation MladiInfo Montenegro. As stated on its website, the association's primary goal is to improve the position of young people in society through information, education, increasing employability, and raising society's awareness of issues concerning young people.
More specifically, by creating Mladi Berana, the goal is to inform young people in the municipalities where Mladi Info Montenegro had most of its activities and where the organisation estimated that there was a significant lack of information.
""Often young people found out about opportunities or events while they were in progress, or even after they were over, and so they could not participate in them,"" the organisation's director, Milica Žugić, says.
The team cooperates with the local municipality to ensure timely information. Over time, it has realised that its readership consists not only of young people, but also of older ones, based both in Berane and other cities and countries.
The newsroom consists only of young people, who independently choose topics, events, or people to write about, focusing primarily on the interests of their peers. The outlet's intention and editorial strategy are to report on problems but also to influence potential solutions through mobilising the public or by putting pressure on the local government.
""We want citizens to see us as their service, to let us know when there is a problem, but we also want to provide them with feedback and answers,"" concludes Žugić.
The most pressing issue the media organisation faces is financial sustainability. The newsroom works mainly voluntarily and is financed only through occasional grants and individual donations, which does not guarantee its long-term sustainability.",23-Jan,"Berane, Montenegro",2017,Montenegrin,"Science, Entertainment and culture, Sports, Education, Lifestyle, Law and crime, Environment, Health and well-being, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, Religious minorities, DEIA: Diversity, equity, inclusion and accessibility, Refugees, Migration, War crimes and transitional justice, Technology"
PRESS,https://press.co.me/,,https://www.facebook.com/pressonlineportal,https://www.instagram.com/pressonlineportal/,https://www.youtube.com/channel/UCrSunjO1aqQ4WnyXzhIHy7g,"Launched by investigative journalists with experience in political, economic, and social topics, in just few months since its launch in December 2021, PRESS became one of the most-read portals in Montenegro, with over 390,000 visits in 30 days.
""We will try to always search for the truth, and we will always be on the side of justice and citizens. The newsroom will not be able to be influenced by interest lobbies and powerful people,"" said founder Vladimir Otašević.
The portal has published some highly controversial stories in a short period. For example, it published a story about the misuse of state money and payments from the account of the company Plantaže (wine producer and distributor) to private individuals related to the former ruling party DPS. The newsroom has also published several investigative stories about irregularities related to the voter list, domestic politics, and the sports industry.
According to the founder, the outlet's stories are read outside Montenegro, both in the Balkans and beyond and he also stresses how, few months after launching the media outlet, more than 26,000 visitors from as many as 75 countries entered the website in 24 hours. However, the organisation shares the challenges of other independent media outlets in Montenegro to ensure its sustainability, as they are funded predominantly through project-based grant funding.",23-Jan,"Podgorica, Montenegro",2021,Montenegrin,"Science, Entertainment and culture, Sports, Economy and business, Entrepreneurship, Economy and finance, Journalism industry, Education, Lifestyle, Law and crime, Environment, Politics, Health and well-being, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, Religious minorities, DEIA: Diversity, equity, inclusion and accessibility, Refugees, Migration, War crimes and transitional justice, Technology"
Normalizuj.me,https://normalizuj.me/,https://twitter.com/normalizuj?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.facebook.com/normalizuj,https://www.instagram.com/p/CbIZsj2oaXb/,https://www.youtube.com/channel/UCGB7PRSfRXNDHqXTTv7cwBA,"Normalizuj.me was founded by a group of writers, philosophers and essayists from the publishing house Žuta Kornjača. One of the co-founders and the editor is the former editor of the daily newspaper Vijesti, Brano Mandić. The editorial team consists of other 12 people, including the writers Ilija Đurović and Sladjana Kavarić Mandić.
The media outlet aims to address its community by writing about the Montenegrin experience, comparing and analysing it critically.
""Writing in the service of the community is disappearing from the media industry under the onslaught of paid content and pseudo-informative media hybrids. Our goal is to value the public word following the idea of a humane society to which we strive,"" the organisation states on its website.
Normalizuj.me produces forums, podcasts, a radio programme, and interactive content on social networks, and is financed through individual donations, i.e. memberships. However, this revenue stream is new for the Montenegrin media industry; according to the founder, the organisation counts on the solidarity of those seeking more from reading, thinking and feeling individuals.
""We believe activists and writers can create their own sustainable space together. Without greed and without legal and political fences, we invite you to push our creative process. The social obligation of giving, receiving and solidarity has long been under attack. We can defend it with talent, good intentions and association,"" the organisation says.",23-Jan,"Podgorica, Montenegro",2021,Montenegrin,"Science, Entertainment and culture, Economy and business, Entrepreneurship, Economy and finance, Journalism industry, Education, Law and crime, Environment, Politics, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, Religious minorities, DEIA: Diversity, equity, inclusion and accessibility, Refugees, Migration, War crimes and transitional justice"
El Faradio,https://www.elfaradio.com/,https://twitter.com/elfaradio,https://www.facebook.com/Elfaradio,https://www.instagram.com/elfaradio/,https://www.youtube.com/channel/UClOyN2Idb6RV5d1Ti88G1eA,"""You are really reflecting the city I live in."" When he read this message from a reader, journalist Oscar Allende knew he was sailing in the right direction. In 2012, convinced that the way of telling the reality by traditional media did not fit with what was happening in the streets of his community, he decided to found an independent digital media, El Faradio.
Allende and fellow journalist Guillem Ruisánchez founded it to change the news agenda and talk about issues that were not in the traditional local media, such as the stories of the most vulnerable people, those affected by the financial crisis, or those affected by evictions. The media outlet also gives visibility to people in the cultural and social sphere who do not appear in the traditional media. ""We also bring a more critical voice to companies and institutions,"" Allende said.
El Faradio employs two people and a part-time collaborator. It is supported by the contributions of its 180 members and by income from advertising and communication services.
It has a daily morning radio programme in which the organisation reviews the life of the province of Cantabria and its capital, Santander. The radio is an additional channel to reach the audience and diversify advertising revenues.
During its first 10 years, the organisation has created a community of people with whom the newsroom interacts by email, telephone, or face-to-face. The team also holds an annual meeting with its members. ""Our most important milestone has been to survive,"" Allende acknowledged.
The organisation has received awards for its work on disabilities, the environment (special mention), the LGBTIQ+ community, social rights, and development cooperation, as well as an investigative journalism award aimed at the publication of a book on urban planning and its social impact in Santander.",23-Jan,"Santander, Spain",2012,Spanish,"Science, Entertainment and culture, Sports, Economy and business, Entrepreneurship, Education, Lifestyle, Environment, Politics, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, Religious minorities, DEIA: Diversity, equity, inclusion and accessibility, Refugees"
El Confidencial,https://www.elconfidencial.com/,https://twitter.com/elconfidencial,https://www.facebook.com/elconfidencial/,https://www.instagram.com/elconfidencial/,https://www.youtube.com/channel/UCY2hu_NT5NDbBU-HGxgqMuA,"In 2001, the six founders of El Confidencial rented a house in Madrid, hired 12 people and turned the garage into a newsroom. They envisioned becoming an independent digital media outlet that would compete in audience and credibility with legacy media without public aid or bank loans, recalled co-founder José Antonio Sánchez in an article.
According to its website, today the outlet has reached 25 million unique visitors monthly.
El Confidencial started as a digital media outlet specialising in financial and business information, and has evolved into a generalist medium with a special emphasis on politics and economics. According to its website, it employs 185 people, and its primary source of revenue is advertising. It also has a content agency called EC Brands, which offers strategy, communication, branded content services, and event productions.
In 2020 it implemented a paywall, and two years later, it reached 35,000 subscribers, according to its website. ""In this critical moment a rigorous, analytical, editorially and economically independent press is required, one that does not allow itself to be influenced, that uncovers information and also helps to think about the future,"" an article written by its director, Nacho Cardero, stated.
One of its hallmarks is investigative journalism. It was one of the international media outlets that won a Pulitzer Prize in 2016 for publishing The Panama Papers together with the International Consortium of Investigative Journalists (ICIJ).
In 2020, the Spanish energy company Iberdrola filed a 17.6m euros lawsuit against El Confidencial for an article it published about the company's executives being under judicial investigation for their possible relationship with an espionage plot.
Its director, Nacho Cardero, wrote an article in which he defined his legacy: ""In 20 years, I want El Confidencial to be remembered as a media that has contributed to making a better world.""",23-Jan,"Madrid, Spain",2001,Spanish,"Science, Entertainment and culture, Sports, Economy and business, Entrepreneurship, Economy and finance, Journalism industry, Education, Lifestyle, Law and crime, Environment, Politics, Health and well-being, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, Religious minorities, DEIA: Diversity, equity, inclusion and accessibility, Refugees, Migration, War crimes and transitional justice, Technology"
elDiario.es,https://www.eldiario.es/,https://twitter.com/eldiarioes,https://www.facebook.com/elDiarioes/,https://www.instagram.com/eldiarioes/,https://www.youtube.com/user/eldiarioes,"""At elDiario.es, we are convinced that the main pending innovation in journalism is to reconnect with society."" Driven by this idea expressed by deputy editor Juanlu Sánchez amid an economic crisis and social turmoil in Spain, in 2012 a group of unemployed journalists saw an opportunity to deal with political and social issues in a way that the traditional media did not.
Led by their executive director, Ignacio Escolar, they invested their savings to found a company and made it profitable from the first year without needing bank loans or other debts, thus guaranteeing their independence. In 2018, Escolar received the Gabriel García Márquez Prize for Journalism.
elDiario.es is ""an independent, left-wing information initiative committed to social values, transparency and which believes in journalism as a public service, avoiding falling into ideological and partisan clichés,"" Sánchez explained.
The outlet operates a membership model that today has 60,000 paying members who contribute an average of 82 euros per year. Half of its revenue comes from members and the other half from advertising. According to its accounts, the organisation reinvests its profits in hiring journalists, improving salaries, and technology.
In addition to its website, it publishes a quarterly printed magazine, and it has two additional daily products: a morning newsletter that reaches more than 100,000 subscribers, and a podcast where journalists explain current affairs to 20,000 daily listeners.
During the pandemic and in the face of the advertising crisis, elDiario.es asked its readers for help and 22,000 new members signed up. As the team explains on its website, without this growth, for the first time a year would have ended with losses. ""We maintain an emotional relationship, rather than a transactional one [where people] not only pay for the news, but they also defend us from pressures so that we can do our work independently,"" Sánchez said.",23-Jan,"Madrid, Spain",2012,"Spanish, Catalan, Gallego","Science, Entertainment and culture, Economy and business, Entrepreneurship, Economy and finance, Journalism industry, Education, Lifestyle, Law and crime, Environment, Politics, Health and well-being, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, Religious minorities, DEIA: Diversity, equity, inclusion and accessibility, Refugees, Migration, War crimes and transitional justice, Technology"
AbzasMedia,http://www.abzas.org/,https://twitter.com/AbzasMedia?t=rhCD6sy_XLbS0Zy0w_gsWQ&s=09,https://www.facebook.com/AbzasMedia,https://instagram.com/abzasmedia?igshid=YmMyMTA2M2Y=,https://youtube.com/c/AbzasMedia,"AbzasMedia is a non-profit independent media outlet operating in Azerbaijan. It was founded after some media were disabled following Azerbaijan's attacks on civil society in 2014. A group of civil society representatives launched the new media outlet in 2016, aiming to be an alternative source of information for a young audience, and to publish human rights, corruption cases, and social affairs stories in Azerbaijan.
Shortly after launching, AbzasMedia published articles about several corruption cases in government institutions, including the violations in Azerbaijan's State Oil Company and the personal business of the president's family. Following the publication of the articles, the website was repeatedly cyber-attacked.
In April 2017, AbzasMedia's web domain (.net) was blocked. In October 2017, its co-founder Ulvi Hasanli was sent to military service, weakening the media organisation. Once Hasanli returned to civilian life in 2018, he discovered that the media outlet operated only through proxy links, and its audience had decreased by 10 times. AbzasMedia switched to a new web domain (.org).
AbzasMedia is currently accessible through www.abzas.org; however, the www.abzas.net domain is still banned in the country.
The media outlet publishes only in Azerbaijani and only covers the Azerbaijani audience. However, Hasanli hopes to expand the organisation's activities in the coming years, including the launch of an English version of the site.
Furthermore, he aims to start a donation system and earn revenue from social media ads, increasing the organisation's financial capabilities.",22-Dec,"Baku, Azerbaijan",2016,Azerbaijani,"Entertainment and culture, Economy and business, Entrepreneurship, Economy and finance, Journalism industry, Education, Law and crime, Environment, Politics, Health and well-being, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, Religious minorities, DEIA: Diversity, equity, inclusion and accessibility, Refugees, Migration, War crimes and transitional justice"
Toplum TV,https://toplum.tv/,https://twitter.com/Toplumtv1,https://www.facebook.com/ToplumTv,https://instagram.com/toplumtv?igshid=YmMyMTA2M2Y=,https://www.youtube.com/c/ToplumTV,"Toplum TV is a non-profit media organisation founded by the Institute for Democratic Initiatives (IDI) in Azerbaijan in 2016. The media outlet covers issues such as human rights, freedom of speech, and corruption that most local media organisations bypass.
Toplum TV operates only in the Azerbaijani language and highlights local issues; however, geopolitical and Caucasus matters are also covered.
It has a daily news programme, a political debate programme, a programme covering social topics, and another weekly programme covering cultural issues. On the website, written articles continue to have their space.
Initially, Toplum TV was a platform for young journalists trained by IDI, seeking to gain experience and provide the Azerbaijan audience with unbiased news. That's why IDI-trained journalists predominate in the newsroom today. In 2020, IDI expanded the platform's activity to include multimedia information.
Despite the difficult context of the local media environment, Toplum TV tries to operate effectively. There were many attempts to limit its activity by attacking the website and social media channels, and sometimes those attempts were partially successful. Each time, the platform and its social media channels survived. Today, Toplum TV has approximately 90,000 followers across social media.",22-Dec,"Baku, Azerbaijan",2016,Azerbaijani,"Economy and business, Education, Lifestyle, Law and crime, Environment, Politics, Health and well-being, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, Religious minorities, DEIA: Diversity, equity, inclusion and accessibility, Refugees, Migration, War crimes and transitional justice, Technology"
Mikroskop Media,https://mikroskopmedia.com/,https://twitter.com/MikroskopMedia,https://www.facebook.com/MikroskopMedia,https://instagram.com/mikroskopmedia?igshid=YmMyMTA2M2Y=,https://www.youtube.com/c/MikroskopMedia,"Azerbaijani journalists Fatima Karimova and Javid Abdullayev founded Mikroskop Media in Latvia in 2018. The non-profit media outlet, considered one of the few independent information resources operating in the Azerbaijani language, draws attention for its successful use of infographics and its activity in social media.
After immigrating to Latvia for political reasons, the founders wanted to launch a media outlet covering stories on censured or hard-to-publish topics. The roganisation primarily covers Azerbaijani issues related to politics, economy, human rights, democracy. However, international issues such as the Ukrainian war and global geopolitics are also covered.
Mikroskop Media was the first media outlet to publish statistics on the number of women suffering domestic violence or killed by a family member in the country in 2019.
The organisation, which does not have an office in the country, collaborates with Azerbaijan-based freelance journalists to produce the content; however, their names remain anonymous for safety reasons. The team publishes in Azerbaijani and English, although the latter is limited to content that may attract the interest of a foreign audience.
One of the primary appeals of Mikroskop Media is its use of infographics and multimedia formats both on social media and the website.
Organisation was in the beginning funded by private funds of its founders while today it is funded through donations. The founders assume the media outlet will increase its financial resources in the following years, and consequently, its audience will grow.",22-Dec,"Baku, Azerbaijan",2018,"English, Azerbaijani","Economy and business, Education, Lifestyle, Law and crime, Environment, Politics, Health and well-being, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, Religious minorities, DEIA: Diversity, equity, inclusion and accessibility, Refugees, Migration, War crimes and transitional justice"
RealPolitika,https://realpolitika.ge/,https://twitter.com/real_politika,https://www.facebook.com/RPolitika,https://www.instagram.com/real.politika/,https://www.youtube.com/channel/UCjpYKpE-FzJSkkngSFw-7QQ,"RealPolitika is an independent and unbiased media outlet by the Georgian NGO Governance Monitoring Center (GMC). It aims to inform citizens about international politics, increase their access to reliable information, and engage them in in-depth thematic discussions.
RealPolitika produces multimedia news, video explainers, podcasts, interviews, and analytical information covering the Caucasus, Europe, the Americas, Russia, China, and the Near East.
The media outlet was launched in 2021 as a voluntary project within GMC to fill the existing gap and provide high-quality information about international politics in the Georgian language. The platform aims to fight against disinformation, but instead of fact-checking, it provides context and explains what is happening globally to inform the audience and decrease their vulnerability towards propaganda.
""Our mission is to inform Georgian citizens about international processes and enable them to be resilient towards manipulative information, connect the local population to the rest of the world and make them think of themselves as part of the bigger world. Through informing the population, we want to help Georgia with its democratic development and western integration,"" says co-founder Gogi Zoidze.
The newsroom reports primarily from its Tbilisi-based office through multimedia formats; however, its journalists have also had the opportunity to hold international visits to produce information, such as covering parliamentary elections from Armenia, recording interviews with high-level officials in Estonia, and sharing the country's experience on the interrelations between democracy and economic development.
The RealPolitika team has also widened its activities and hosted public meetings in Georgian cities to discuss disinformation with local youth.",23-Feb,"Tbilisi, Georgia",2021,Georgian,"Economy and business, Economy and finance, Politics"
